Rank,Account,Character,Class,Level,Experience,Dead
814,BiggerNick,RomaniaNumberOne,Slayer,79,789879901,Dead
815,DEPC1123,HowardCoreEsEsEf,Raider,79,788585996,Dead
816,westley,NineFallonWay,Inquisitor,79,788518813,Dead
817,Luka3,япридумалжесть,Occultist,79,786612664,Dead
818,Varkorium,DaPowerOfHeistCompelsU,Berserker,79,786612664,Dead
819,Yvsmirniria,_SHISHKEBAB,Elementalist,78,782542799,
820,Brokenrocketpod,brandstakethree,Guardian,78,778812758,Dead
821,diblert,ButtonGotFired,Inquisitor,78,778682209,Dead
822,elfegor,elfegorrr,Chieftain,78,777977640,Dead
823,doggykisses,PickNothing,Saboteur,78,777760408,Dead
824,hasuprotoss1,hasu_CHEEF_XDD,Chieftain,78,777270557,Dead
825,Tha_Know_How,EndlessDoorsTKH,Juggernaut,78,771423653,
826,Costovich,Cost_Bleed,Gladiator,78,769281152,Dead
827,bealoofbecool,rightpersonandrighttime,Inquisitor,78,768779572,Dead
828,TheAdvantage63,secondchancerip,Slayer,78,768728819,Dead
829,VeoVince,___Veowulf_______,Necromancer,78,764137544,Dead
830,tikicoktail,fezsdc,Deadeye,78,763205991,
831,rznlol,ДуракамУНасДорога,Gladiator,78,763135303,Dead
832,Zlowpoke,igodienow,Inquisitor,78,762317369,Dead
833,doffan1,Heistopous,Occultist,78,761927735,
834,Bzizzlez,playinwithabrokenfinger,Inquisitor,78,761658885,Dead
835,Kites,Kites_StabNGrab,Assassin,78,761411582,
836,InhibitorCZ,dressinlikeapilgrim,Raider,78,761322269,Dead
837,madam0909,Adult_MeeLo_HeistSSF,Necromancer,78,760097307,Dead
838,olomanolo,PatogggenH,Gladiator,78,759957547,Dead
839,SaveYou,wfhlcstspzdl,Gladiator,78,757805510,Dead
840,awilmoth04,rrBADASSzz,Occultist,78,757632290,
841,arpgaddict,PleaseDieSoIWin,Occultist,78,757369536,Dead
842,greenpapa,redXmadXAS,Assassin,78,756284897,Dead
843,IronMafia,Aguinaldont,Ascendant,78,756255491,Dead
844,Tialis,GlimmerFlask,Pathfinder,78,754027530,Dead
845,jcdodee,Cydod,Guardian,78,752896502,Dead
846,KsTeP,TheChiefTrejo,Chieftain,78,749580452,Dead
847,kramkramz,ASAPtoStandard,Gladiator,78,749233996,
848,runsoncoffee,TakeItOrLeaveIt,Saboteur,78,745627900,
849,Karamon10,CringeEvent,Deadeye,78,744956606,Dead
850,verkodiablo,VerkoMemleketiSiktiler,Necromancer,78,743437662,
851,batakobatako,EnHeiFWRF,Inquisitor,78,738426212,Dead
852,semeesee,only_ranger_fans,Pathfinder,78,737853217,Dead
853,axevic,ОгненнаяЛовушкаКрутилка,Saboteur,78,737751013,Dead
854,IcyTV,twitchㆍIcyTVstream,Chieftain,78,737081335,Dead
855,stellar476,gooodnfucks,Raider,78,736997648,Dead
856,genportz1,GeNPortzHEIST,Gladiator,78,736521104,Dead
857,Paroot_K,캉탈파룻일호기,Champion,78,736291639,
858,Sokradian88,WatcherOwnBuildHeist,Elementalist,78,735679662,Dead
859,Pckpr,SjormF,Inquisitor,78,735530205,Dead
860,B3ZN0G1M,БульдозерЕдетВоровать,Hierophant,78,735473925,Dead
861,뭘로하지,개같이죽음,Occultist,78,735288448,Dead
862,Despize,RQ_docLeave,Inquisitor,78,732444053,Dead
863,anksol,SorrowGward,Guardian,78,731817108,Dead
864,Heshla,EndlessMisery__________,Gladiator,78,730761394,Dead
865,Argnutzz,amsdflknwgownm,Inquisitor,78,730553937,Dead
866,앨란0220,EH_HanSummer,Deadeye,78,729092845,Dead
867,WiRetz,SmashingShivers,Inquisitor,78,728904520,Dead
868,oOShannonOo,ElizabethM,Necromancer,78,727266794,
869,Planet_Telex,telexStealsDemis,Elementalist,78,727040287,Dead
870,Falkiss,Falkis_DoorClosed,Guardian,78,726671586,Dead
871,radiologue,EH_TotemTotem,Hierophant,78,726321387,Dead
872,MyenVar,Myen_HackSchlitzHack,Slayer,78,725772858,Dead
873,코코밍밍,쀼쀼강탈SSFHC,Trickster,78,725492017,Dead
874,JusticeYG,JusticeSSFHC,Raider,78,724069617,Dead
875,malmeida,IWND_DIEDOFC,Berserker,78,723298169,Dead
876,Wotiki,Kraljisus,Saboteur,78,723298169,Dead
877,browe,DeathlessTillNinety,Champion,78,723298169,Dead
878,1BABEDI,HeistHampelmann,Inquisitor,78,723298169,Dead
879,Legolas_12,Lego_RF,Inquisitor,78,723298169,Dead
880,excyclone,Volc_EleHexblast,Elementalist,77,717095313,Dead
881,pizzakiller627,BigManUsesBigStick,Juggernaut,77,716597166,Dead
882,Irennicus,Irennicus_END_Heist,Berserker,77,715523048,
883,Vesprit,Ves_TimeIsAlmostUp,Assassin,77,713912399,
884,DIONECRUEL,Paaaara_Assaltoooo,Inquisitor,77,712828397,Dead
885,kluczyk236,TrapKogaa,Saboteur,77,711877028,Dead
886,maiself2,draisterheister,Inquisitor,77,711843732,Dead
887,Kinria,Shoon_,Necromancer,77,711685586,Dead
888,zeratul_god,말라까,Chieftain,77,710576167,Dead
889,arpgaddict,EndlessShitfest,Ascendant,77,710200155,
890,HH6djE8RJf,BetaHeistDude,Chieftain,77,709080959,Dead
891,TIMPPAAA,TimppaHeistmaan,Elementalist,77,708124531,Dead
892,ShinjiSI,Zekerath,Chieftain,77,706780584,Dead
893,Dukealexan,HeistGH,Inquisitor,77,705986136,Dead
894,myofee,Morgrayendlessdoors,Saboteur,77,705950250,Dead
895,Borfounet,PartirUnJourSansRetour,Pathfinder,77,705617176,Dead
896,paodmeldoc76,ㅎNovinhaRabudaㅎ,Occultist,77,703260212,Dead
897,thebibeau,EmailtaHeist,Elementalist,77,702702018,Dead
898,rfnc911,dsaweczxc,Occultist,77,702528123,
899,Chiblue,Chiblue_PepeHands,Inquisitor,77,700467564,Dead
900,FallenFreeman,SaboDeezNutz,Saboteur,77,697992553,Dead
901,Svatlar,doorLeave,Chieftain,77,697915645,Dead
902,Unt12,OttersEndlessMasochism,Necromancer,77,697819707,Dead
903,FullMetalRusted,TaiPEPEsleep,Inquisitor,77,697451359,Dead
904,eiide,eiideLEGOagane,Raider,77,695655169,
905,hagplayspoe,Hag_AlreadyDead,Chieftain,77,692329948,Dead
906,Machinexx,OLEEEEGPAMAGI,Necromancer,77,691641063,Dead
907,Kazak132,QuickGameEnjoyerII,Raider,77,689086920,Dead
908,SimplySiimon,StaleNipples,Raider,77,687295903,Dead
909,manteysantey,укукцкцкц,Inquisitor,77,686606536,
910,AlePaka,FukDoorsGetMoney,Chieftain,77,685803820,Dead
911,Jillian,FaithfulFlame,Inquisitor,77,685786516,Dead
912,EvrusNoir,PogoHopperH,Saboteur,77,685636612,Dead
913,sauercrowd,BLACKGOBLINHEISTLOVER,Gladiator,77,684634923,Dead
914,Smil,docArriveMire,Inquisitor,77,684032346,Dead
915,iao,hiaoest,Guardian,77,683459518,Dead
916,Pckpr,SjormE,Inquisitor,77,683250492,Dead
917,Turtlarn,Equibrandium,Occultist,77,682874730,Dead
918,tikicoktail,czzydiamondd,Inquisitor,77,679209504,Dead
919,Grubbzor2,Gore_Heist_PainChamp,Hierophant,77,677929922,Dead
920,legion123,Legion_tries_berhe,Berserker,77,677645833,Dead
921,Wrekk,Of_Fury,Inquisitor,77,676796733,
922,Arcisto,ArcistoTwoDemis,Occultist,77,674560346,Dead
923,load231,dkfjhgkddhg,Raider,77,674495665,
924,atazoid_,zxxxxxxxxxxcccccccczxcz,Elementalist,77,673622716,Dead
925,ridnalah,ColdDotBrand,Occultist,77,673245735,Dead
926,Chimaira56,DoorToDoorGamer,Occultist,77,670730359,Dead
927,hemo2011,중소기업겜어렵네,Inquisitor,77,670287564,Dead
928,gibhyk,HowToPlayK,Chieftain,77,669892680,Dead
929,phazeplays,PhazeHeist,Inquisitor,77,669602293,Dead
930,Interiorgrafics,Bankapizdorvanka,Pathfinder,77,668560970,Dead
931,silvertopmanny,ConkPoo,Inquisitor,77,668105148,Dead
932,Sirvinny1,So_slow,Champion,77,667958837,
933,evilrune,McTotes,Hierophant,77,666996205,Dead
934,idimba,DimbaEndlessHeist,Hierophant,77,666068639,Dead
935,Blaad89,HeistDeezNutsOccy,Occultist,77,664824416,Dead
936,bahojuk,Bahohelix,Raider,77,664824416,Dead
937,MeRiX_,downwithdoors,Ascendant,77,664824416,Dead
938,p3on,sameamenis,Hierophant,77,664824416,Dead
939,개드립금지,E_Drip,Chieftain,77,664824416,Dead
940,RBrigid,EndlessHeist_Hooyou,Ascendant,77,664824416,Dead
941,countryreturns,CountryBeeftain,Chieftain,76,659375456,
942,freesoyou,러ㅏ애ㅑ뎌아,Gladiator,76,658947560,Dead
943,판타라이,왜강탈은다시폭만하는거죠,Elementalist,76,658082744,Dead
944,SaveYou,wfhlcsthst,Slayer,76,657809522,
945,Nerluc,Mrs__Cake__,Elementalist,76,657525873,Dead
946,Celania,Thirena_Heisting,Occultist,76,655823021,Dead
947,Crypt3x,COCKSHATTERING_MY_SKULL,Slayer,76,654508326,Dead
948,oxG,dumpps,Gladiator,76,654158783,Dead
949,Daeky,DkyElster,Assassin,76,653613921,
950,hihowudoing,StaffordWhatIsThisClass,Trickster,76,652863013,
951,EXILEarum,Qoo_Marauder,Juggernaut,76,650839393,Dead
952,sophiaria,Ravioli_CuMinM_Assholy,Gladiator,76,650620984,Dead
953,Rinkish,Ya_Cho_Eblan_XiXi,Berserker,76,649275492,Dead
954,freeage3,HiESTG,Champion,76,648606723,Dead
955,Almahid,AnalnyRozpierdol,Raider,76,648493938,Dead
956,Ma_ario,MarioHeistHC,Inquisitor,76,648258405,Dead
957,curse914,FoxJellyOfCNN,Occultist,76,646716990,Dead
958,explode1994,IwontOpenAnyDoor,Occultist,76,646510818,
959,Majnutz,HeistNutz,Occultist,76,645491135,Dead
960,xMaydogx,TakeTwoBrandBoom,Elementalist,76,644966884,Dead
961,Kokehv,LaCerrajera,Ascendant,76,644313040,Dead
962,sirhoha,opiatsdohkaksuka,Necromancer,76,643592175,Dead
963,Momodiabang,Biff_Slamkovich,Guardian,76,642371516,Dead
964,nom_de_plume,nomdecoldele,Elementalist,76,640905849,
965,mattl743,IgniteIsBae,Chieftain,76,639951466,
966,Djoe,dedatfornine,Assassin,76,639734512,Dead
967,badoobmx,doors_FahQue,Inquisitor,76,638667659,
968,DeFlHo,yllegoelinvierno,Occultist,76,638634901,Dead
969,pishuQ,ShatteringPishu,Deadeye,76,638399929,Dead
970,D4rkOm3n,DarkOmen_VégtelenRablás,Occultist,76,636699608,Dead
971,benjburst,StealingPiosHeart,Hierophant,76,636663960,Dead
972,gordooo1,BlownUpSir,Necromancer,76,636400001,
973,damien4damien,MortalCoil,Assassin,76,634826128,
974,hr901016,Endless_Heist_하코리타SSF,Occultist,76,634581960,Dead
975,TriploXBurguer,LilDickTheTrapper,Saboteur,76,634329696,Dead
976,Godumov,FrostyOneagain,Slayer,76,633890961,Dead
977,Jandun,justherefortheskins,Gladiator,76,632837004,Dead
978,Zikliv,EternityBurn,Necromancer,76,632044094,Dead
979,alex1595,sdegfe,Chieftain,76,630728380,Dead
980,DJABLE,djable_heist_hcssf,Champion,76,630596771,Dead
981,MysteriousKest,хадукенэйчси,Elementalist,76,629684156,
982,Pauk666,EHeistEnquisitorRF,Inquisitor,76,629141800,
983,reckoningday,oklb,Deadeye,76,628131546,
984,MoralDecay85,Piduvan,Saboteur,76,627737703,Dead
985,ShadowLord127,EndlessDoorsPtII,Necromancer,76,627554015,Dead
986,minuskind,subzerobutcooler,Inquisitor,76,625238622,
987,뚱바우,Lozs,Assassin,76,623278385,Dead
988,KsTeP,FormVII,Pathfinder,76,623237931,Dead
989,alzorz_,AlzEndlessHeist_I,Inquisitor,76,622699963,
990,x_MORiARTY_x,ㆍㆍㆍWallBangerㆍIIㆍㆍㆍ,Ascendant,76,620849179,
991,Noobsaur9201,endlessdoorfour,Inquisitor,76,620179797,Dead
992,Unk_Particle,iYvv_MyBoxRun,Inquisitor,76,619345534,
993,diablofred94,Occu_nMotivation,Occultist,76,619185990,Dead
994,MrSnister,___Soulpeople___,Chieftain,76,619117393,
995,Hurlothrumbo,Desuetude,Champion,76,618457335,
996,reyrekah,Azucarlito,Saboteur,76,618128836,Dead
997,PleaseSTOPme,MyLadyDevil,Raider,76,617768471,Dead
998,Gremlin_iF,ReD_Snatcher,Champion,76,615755975,Dead
999,dcleite,ElXeffe,Chieftain,76,615210884,Dead
1000,Lovets97,SoloBoloFireAuro,Inquisitor,76,615208174,Dead
1001,Sandrodragon,Cockcotions,Champion,76,615110243,Dead
1002,BlueThingPro,HoorForEndlessDoor,Champion,76,614330320,Dead
1003,Poiuytr133,GDBOYFANCLUB,Necromancer,76,613867135,Dead
1004,n008g4m3r,Paralyzer_EnlssHeist,Necromancer,76,612942272,
1005,DivineGreen,DivineGreenHeist,Hierophant,76,611305257,Dead
1006,DontBrownieMir,DontMoreDoorsMir,Necromancer,76,610849059,
1007,Honzai,TempestShieldHeist,Elementalist,76,610815862,Dead
1008,ArchiShow,ChangxiheEHHSSF,Inquisitor,76,610815862,Dead
1009,Chazed,EldNelly,Occultist,76,610815862,Dead
1010,coactusinfinitus,TimeForSomeSpinin,Slayer,76,610815862,Dead
1011,Tr3bonius,Doorstopdanny,Inquisitor,75,609570302,
1012,ZeroesPoe,ZeroesThreeTimesACharm,Pathfinder,75,605802171,Dead
1013,Itapitza,Visa,Occultist,75,604931284,Dead
1014,Dakira1990,Dakirkoa,Chieftain,75,603092169,Dead
1015,Davexyz,MazeTheThief,Pathfinder,75,602800846,Dead
1016,퇴근희망,첫번째돌골렘,Elementalist,75,600976448,Dead
1017,dogovor,sasssff,Gladiator,75,600872101,Dead
1018,Example257,TrollzorTTVHeist,Inquisitor,75,599857307,Dead
1019,Raritet1982,dsfsdftryrtymb,Champion,75,599091888,
1020,Fustosus,_Strep_Viridans_,Ascendant,75,598952679,Dead
1021,Bleezee05,LetsGoBrandon_EH,Saboteur,75,597927730,
1022,PawBG,RACESOLOGO,Juggernaut,75,597514399,Dead
1023,awilmoth04,rrQUINCUCK,Juggernaut,75,597328264,Dead
1024,뚱바우,나는바보인가,Elementalist,75,597204302,Dead
1025,Cadall_Hale,Cadall_HaleHeist,Ascendant,75,596904541,Dead
1026,kotofeiko,WBWBWBWB,Occultist,75,596119561,
1027,tFTyranT,qwewertaqrtgsd,Saboteur,75,595671188,Dead
1028,Inaniloquent,CEO_OF_CONVICTION,Chieftain,75,595289379,Dead
1029,Ramous7,xxxSUBARU,Saboteur,75,595121512,
1030,Wojoman,Tr_Tr_Tricky,Trickster,75,594958558,Dead
1031,aedes__,teemo_on_doors,Champion,75,594396897,
1032,Zwartron,Zwar_of_the_Heist,Necromancer,75,594002929,Dead
1033,TastyTidbits,MyBallistasInYourMouth,Hierophant,75,593477181,Dead
1034,Pronko,PeutÊtrePas,Necromancer,75,593345450,
1035,zockerberni,The_Devils_Son,Saboteur,75,593010478,Dead
1036,Grysbaek,Gryzz_demi_yoinker,Occultist,75,591899863,
1037,Aestryl,shitgame___,Saboteur,75,591016842,Dead
1038,MrMagnetoni,goingagaincauseimstupid,Champion,75,590522367,Dead
1039,encory,Ropee,Necromancer,75,589736021,Dead
1040,s3pulba,OccuGoesHeist,Occultist,75,589570678,Dead
1041,Milemurder,Nemadalje,Inquisitor,75,588851301,Dead
1042,focus84,Pointspell,Saboteur,75,588639629,
1043,ciecet,Ciecet_Heist,Chieftain,75,587753530,Dead
1044,Daman2828,Limsteals,Champion,75,587380318,
1045,Samtu,DaBuildToHeist,Inquisitor,75,587284155,
1046,marrconi,Simsalabrim,Gladiator,75,586723539,Dead
1047,뚱바우,_몰루,Elementalist,75,586606609,Dead
1048,afsfsfsfsgsgs,TW_The__battle_started,Saboteur,75,586205586,Dead
1049,anisakis,ouranEndlessHeist,Deadeye,75,585922455,
1050,Humisen,Humi_Dontgreedforloot,Trickster,75,585617243,Dead
1051,ANlMA,VoidwaIker,Champion,75,585336110,Dead
1052,Deadmanza,SlangingMahPoisonCoC,Trickster,75,583487925,Dead
1053,ThreeNarwhals,CawkJohnson,Deadeye,75,583317916,
1054,TheWestSide,FirstTimePoisConc,Pathfinder,75,582499781,Dead
1055,alexnntp,ghfdgfdghnfdgnfd,Pathfinder,75,582483211,Dead
1056,AmiKawashima,dsadftqewggdsgsd,Necromancer,75,581449047,Dead
1057,Akuyaku,RFsatGladHeistK,Gladiator,75,581073670,Dead
1058,GaiLLlnik,asdqweqewf,Gladiator,75,580844618,Dead
1059,Skeletzor,xLaLeonardx,Guardian,75,580706152,Dead
1060,Smorth,KettuKettu,Guardian,75,580150205,Dead
1061,티모유미,광기가많은티모,Necromancer,75,579642588,Dead
1062,KENKALLER,vrahgarihfalorhgarh,Guardian,75,579594117,
1063,XIIKKO,Xico_PoiBoom,Occultist,75,579482758,
1064,PeaceDucks_,mdaushpizduk,Raider,75,578655258,Dead
1065,Amidpyr,BodySwapEyeswitDeezNuts,Juggernaut,75,576411107,
1066,binkyboy,Holier__Than__Thou,Inquisitor,75,576219323,
1067,NoriTwitch,NoriHeistTwo,Guardian,75,576030664,Dead
1068,DocSupaTrupa,Finally_HardMode,Berserker,75,575973314,Dead
1069,Cestrus,ПожилойПельмень,Guardian,75,574966086,Dead
1070,TalonXII,MagToxicHiest,Champion,75,574587024,Dead
1071,pro100cost,дерьмаед,Ascendant,75,573692477,Dead
1072,IRageAtBads,runiheist,Champion,75,573480119,
1073,Narkofix,bigi_slam,Juggernaut,75,573082884,
1074,malmeida,IWND_RACING,Guardian,75,572968461,Dead
1075,reckreations,reckreationboom,Chieftain,75,572659447,Dead
1076,Lesssander,EndlessGruneforth,Assassin,75,571276122,
1077,TallMidget1,RamenRains,Champion,75,570444811,
1078,Ssmall,DrHeist,Gladiator,75,570318476,Dead
1079,ztikkyz,TikkyHCSSF,Hierophant,75,570007188,Dead
1080,GAARApro,MufuyuLP,Raider,75,569466844,Dead
1081,h3nu,SataNeljaSeiska,Assassin,75,568788727,
1082,arpgaddict,EndlessCries,Berserker,75,568339755,Dead
1083,Madestino66,Madestina__Tempestina,Elementalist,75,568230945,
1084,loadjimza,MillerFeverHc,Ascendant,75,567572087,
1085,emiism,JuicyLoLWeTried,Raider,75,566609961,Dead
1086,Kani3,Kani_Heist,Hierophant,75,565832625,Dead
1087,Hanuro,Jyskysami,Saboteur,75,564711628,Dead
1088,ogremage30,Rozmetal,Ascendant,75,563441216,Dead
1089,ThePhiox,PhioxHeistGOD,Occultist,75,563047725,Dead
1090,Zak_Hazadar,KargilYhron,Chieftain,75,562302618,Dead
1091,sheepishly,DiedOnHillockChrisPLZZZ,Assassin,75,560961898,Dead
1092,heiji17,Heiji_FixBRserverPls_,Juggernaut,75,560961898,Dead
1093,nelly966,ImRemember,Ascendant,75,560961898,Dead
1094,jedbri,heistjedtr,Trickster,75,560961898,Dead
1095,rickyjb,sdffererere,Berserker,75,560961898,Dead
1096,DoctorMeat,PonyAss,Ascendant,74,555140736,Dead
1097,sh0sh0n,Richslave_trapperPogers,Saboteur,74,554985848,Dead
1098,valami33,Endless_PainChamp,Inquisitor,74,554795324,Dead
1099,xFaceAidsx,xXSchmuckXx,Berserker,74,554685993,
1100,불건전계정명49,야드랑이성애자_이호기,Elementalist,74,554047776,Dead
1101,xGyperioNx,baxta_sosala,Necromancer,74,552964909,Dead
1102,NinjaToast,shield_crush_enjoyer,Gladiator,74,552619550,Dead
1103,joshuatwomey,somethingsomethingbang,Juggernaut,74,552600710,Dead
1104,shox312,wedasddw,Champion,74,552156902,Dead
1105,ОвощВпомощь,blind_chicken,Occultist,74,551536791,Dead
1106,Abaddongr,GodOfAbyss,Champion,74,551349872,Dead
1107,Bleave,Boom_Boom_Boom_Poison,Occultist,74,550417076,Dead
1108,Narkofix,jebibogaisusa,Juggernaut,74,550095000,Dead
1109,yarkil,yrkGladCF,Gladiator,74,548605950,
1110,malahchi,Gimme_the_Demi,Slayer,74,546516618,Dead
1111,klooding,letgoon,Hierophant,74,546513355,Dead
1112,MikaelBox,mbx_vddd,Necromancer,74,546164426,Dead
1113,blötdjur,BridgetTHEmidget,Elementalist,74,544320258,Dead
1114,muffinmasherz,AbsoluteThievery,Guardian,74,543349534,Dead
1115,Kharver,Kharver_Heist_HCSSF,Inquisitor,74,543146019,Dead
1116,BYCakes,Niago_Heist,Inquisitor,74,542217341,Dead
1117,DIONECRUEL,Segundo_Plano,Inquisitor,74,541345827,Dead
1118,BloodySnapper,snapperheistiguess,Gladiator,74,541249630,Dead
1119,MonkeySuicide,OneLeggedRunner,Saboteur,74,539818257,Dead
1120,dxEmpathyxb,HCWinterP,Elementalist,74,539726377,Dead
1121,asdfghjkløæ,niko_deadeyeheist,Deadeye,74,539157943,Dead
1122,Vileide,jebac_cieplom_judasza,Champion,74,537165385,
1123,lm0nstrl,ㆍHㆍEㆍIㆍSㆍTㆍㆍTㆍWㆍOㆍ,Gladiator,74,536720833,Dead
1124,WeyneTrain,HeistHuber,Occultist,74,535688569,Dead
1125,AzmodeusBR,The_Burning_Man_BR,Inquisitor,74,535623510,Dead
1126,Mathews25,LookAtThisMfsNeckMan,Inquisitor,74,534798858,
1127,houtchou,Hoocheist,Inquisitor,74,534207751,Dead
1128,kaqta,superSi__II,Elementalist,74,533726905,Dead
1129,alexanderlee1212,Лютейший_Нагиб,Assassin,74,533285309,Dead
1130,CafeAuLait,dOeOb,Inquisitor,74,532713109,Dead
1131,rickyjb,sdfgfvbbvb,Berserker,74,532559608,Dead
1132,waytoopeter,watawtawt,Elementalist,74,531668601,Dead
1133,Not1fication,Oshirase_HEIST,Ascendant,74,531299763,Dead
1134,Timohaens,ErnardeQween,Necromancer,74,531144806,Dead
1135,DunklerKoenig,RandomOneShotsPartTwo,Raider,74,530949195,Dead
1136,ChueanXion,BladeTrapGoesBrrr,Champion,74,530258141,Dead
1137,JuniperBeam,LastTryHeistHCSSF,Guardian,74,529589529,Dead
1138,MasterLumina,Luuummmmiinnnaa,Gladiator,74,529063540,
1139,JohnJunqueira,JayZlilPP,Deadeye,74,528562676,
1140,Feelinthebern09,Joo_Radley_crmnl_lmnts,Slayer,74,527959522,Dead
1141,niino,SlowDoorers,Elementalist,74,527860652,
1142,Dysmal,AbissㆍThirdㆍTimeㆍCharm,Chieftain,74,526504178,Dead
1143,moon2to,내가잘하는거,Elementalist,74,525082454,Dead
1144,JörgHillebrand,MnozilLoL,Champion,74,524472861,Dead
1145,skilpero3636,ASZASZIN_kurdebele,Assassin,74,522480443,Dead
1146,damsoan123,DMTVnss,Deadeye,74,521942679,Dead
1147,SH00N,Kradechkata,Deadeye,74,521414573,Dead
1148,gabrielferreiraBR,oáisdjoaisd,Champion,74,521337651,
1149,kzuber,Zoobagooba,Champion,74,520503528,Dead
1150,GoKhai,ZapKhai,Raider,74,518056483,Dead
1151,qazxswedc996633,ThiefPeter,Occultist,74,517814259,
1152,smashkan,Theoheistmiine,Necromancer,74,517410868,Dead
1153,Embodimenthor,xXDeadByDawnXx,Necromancer,74,517215241,Dead
1154,Larry_smith1,serdfgssdfgh,Elementalist,74,515018789,Dead
1155,happilin,HAP_무강_병신슬레,Slayer,74,514953400,
1156,Guen,GuenHEIST,Gladiator,74,514937180,Dead
1157,heiji17,HeijiHyrri,Deadeye,74,514937180,Dead
1158,WillBie,WillBieEndlessIDK,Saboteur,74,514937180,Dead
1159,R3nz0kuken,AreYouHavingALaugh,Gladiator,74,514937180,Dead
1160,Cassla,CassHeistTow,Necromancer,74,514937180,Dead
1161,Kartnoma,WoodkaMeHardcore,Hierophant,74,514937180,Dead
1162,Melnechenko,gaudedsproblematico,Guardian,74,514937180,Dead
1163,dilbA,Aoechan_Heist,Deadeye,74,514937180,Dead
1164,Daejin_Kim,Alchemist_HC,Pathfinder,74,514937180,Dead
1165,Ssmall,DrHeistII,Gladiator,74,514937180,Dead
1166,불량조립,추봉이데미갓,Assassin,73,510460775,Dead
1167,CUTEenPASTE,abitlater,Raider,73,510351788,Dead
1168,SputsNZ,ReplicaLongNeck,Hierophant,73,508875262,
1169,Mrquest91,Pepewka,Chieftain,73,507967290,Dead
1170,spayce_,spayce_attTWO,Raider,73,507327515,Dead
1171,Arkenst01,IMLoci_HII,Saboteur,73,507237550,Dead
1172,CasualAsian,CompetitiveAsian,Raider,73,507106663,Dead
1173,jasode1,UnluckHelix,Chieftain,73,506727495,Dead
1174,ipsycho1337,hgjhjlkfxrhgh,Saboteur,73,506669419,Dead
1175,Brokenrocketpod,brandsandme,Hierophant,73,506239963,Dead
1176,vilfegor,MitstankHeistakiasHC,Inquisitor,73,506060227,
1177,wastes,HEARTWANTS,Occultist,73,503411187,
1178,freezewindow1,_Coque_Lover_,Necromancer,73,503257175,Dead
1179,WhyDoIEvenExist,ImBigSad,Occultist,73,503139514,Dead
1180,Raegore,WesEndlessHeistDemigod,Trickster,73,503021292,Dead
1181,Crikyy,ManyaSRS,Guardian,73,502205661,
1182,Granhildr,DIKI_HEIST,Hierophant,73,501710148,Dead
1183,Gachimuchi_Eternal,ASS_ASSin,Assassin,73,501179837,Dead
1184,ThreeNarwhals,hotgas,Chieftain,73,501138001,Dead
1185,iao,heioaioasioast,Guardian,73,501066958,
1186,Invi,InVI_HEIST_SSFHC,Berserker,73,501038051,Dead
1187,BelowMikeHawk,GnarlyOlFlamer,Inquisitor,73,500929195,Dead
1188,5h4rkByt3,SharkyEndlessPainchamp,Occultist,73,500772812,Dead
1189,loadjim,zahahah,Gladiator,73,500737688,
1190,AnTiCkY,KupaRiNeM,Slayer,73,500192891,Dead
1191,V0LTECH,Wice_Hotkaka,Chieftain,73,499493331,Dead
1192,Ybichoxlov,xzzxzxxxzxxxxxzzz,Juggernaut,73,498927723,
1193,deflitas,DKHCEndHeist,Inquisitor,73,498743015,Dead
1194,Keyalor12,ZenrickHeistTraps,Saboteur,73,497348933,
1195,Zoricus,ZoricusHeistTorture,Gladiator,73,496127738,Dead
1196,MacLee,Leethal_exanggggggG,Saboteur,73,495540072,Dead
1197,rcllucas,Boo_fuckheist,Ascendant,73,495304798,Dead
1198,superexchange,SuperexchangeHatesHC,Guardian,73,495009783,Dead
1199,XSY88,templalalallala,Inquisitor,73,494743893,
1200,Choco5_reo,공포에사라,Hierophant,73,494378159,Dead
1201,soze,SozeBlstrm,Slayer,73,494253176,
1202,TheJungChosen,ChosenRacer,Hierophant,73,494199947,Dead
1203,Exilaner,chillfire,Chieftain,73,493611984,
1204,IDCE,홍성탄,Hierophant,73,493430732,Dead
1205,FzCaster,LaVidaUno,Saboteur,73,493354522,Dead
1206,mrhuang1005,hoejiblessme,Occultist,73,493212851,Dead
1207,MarianTopGun,MarianTopBurglar,Saboteur,73,492440605,
1208,rs_14,testingdying,Saboteur,73,492423511,Dead
1209,Stealthwing,EndlessHeistPenis,Hierophant,73,490936599,Dead
1210,loadjimza,WhatTheFlask,Pathfinder,73,490562308,
1211,Zikliv,EternityBurns,Necromancer,73,490515089,Dead
1212,Ultiimativ,UltiimativTR,Champion,73,489858227,Dead
1213,개드립금지,이짓을리그에서했음미러를,Chieftain,73,488820749,Dead
1214,edwinpoe82,Brodashlolcf,Juggernaut,73,488534633,
1215,chipicow1,WhyImNotPlayingTarkov,Ascendant,73,488524487,Dead
1216,balthzzaar,friguplii,Occultist,73,487674146,Dead
1217,ANlMA,APOSTLITE,Ascendant,73,487439271,Dead
1218,schraufkont,Konti_rablo,Occultist,73,486803203,Dead
1219,powerbarq,SummerHeist,Inquisitor,73,485288799,Dead
1220,jdfl12,braindeadheister,Trickster,73,483386434,Dead
1221,nimroz,ImaginePlayingThisEvent,Hierophant,73,482858429,Dead
1222,jahweezy,WeezysTwelve,Saboteur,73,482522235,Dead
